County,01/01/2021,01/02/2021,01/03/2021,01/04/2021,01/05/2021,01/06/2021,01/07/2021,01/08/2021,01/09/2021,01/10/2021,01/11/2021,01/12/2021,01/13/2021,01/14/2021,01/15/2021,01/16/2021,01/17/2021,01/18/2021,01/19/2021,01/20/2021,01/21/2021,01/22/2021,01/23/2021,01/24/2021,01/25/2021,01/26/2021,01/27/2021,01/28/2021,01/29/2021,01/30/2021,01/31/2021,02/01/2021,02/02/2021,02/03/2021,02/04/2021,02/05/2021,02/06/2021,02/07/2021,02/08/2021,02/09/2021,02/10/2021,02/11/2021,02/12/2021,02/13/2021,02/14/2021,02/15/2021,02/16/2021,02/17/2021,02/18/2021,02/19/2021,02/20/2021,02/21/2021,02/22/2021,02/23/2021,02/24/2021,02/25/2021,02/26/2021,02/27/2021,02/28/2021,03/01/2021,03/02/2021,03/03/2021,03/04/2021,03/05/2021,03/06/2021,03/07/2021,03/08/2021,03/09/2021,03/10/2021,03/11/2021,03/12/2021,03/13/2021,03/14/2021,03/15/2021,03/16/2021,03/17/2021,03/18/2021,03/19/2021,03/20/2021,03/21/2021,03/22/2021,03/23/2021,03/24/2021,03/25/2021,03/26/2021,03/27/2021,03/28/2021,03/29/2021,03/30/2021,03/31/2021,04/01/2021,04/02/2021,04/03/2021,04/04/2021,04/05/2021,04/06/2021,04/07/2021,04/08/2021,04/09/2021,04/10/2021,04/11/2021,04/12/2021,04/13/2021,04/14/2021,04/15/2021,04/16/2021,04/17/2021,04/18/2021,04/19/2021,04/20/2021,04/21/2021,04/22/2021,04/23/2021,04/24/2021,04/25/2021,04/26/2021,04/27/2021,04/28/2021,04/29/2021,04/30/2021,05/01/2021,05/02/2021,05/03/2021,05/04/2021,05/05/2021,05/06/2021,05/07/2021,05/08/2021,05/09/2021,05/10/2021,05/11/2021,05/12/2021,05/13/2021,05/14/2021,05/15/2021,05/16/2021,05/17/2021,05/18/2021,05/19/2021,05/20/2021,05/21/2021,05/22/2021,05/23/2021,05/24/2021,05/25/2021,05/26/2021,05/27/2021,05/28/2021,05/29/2021,05/30/2021,05/31/2021,06/01/2021,06/02/2021,06/03/2021,06/04/2021,06/05/2021,06/06/2021,06/07/2021,06/08/2021,06/09/2021,06/10/2021,06/11/2021,06/12/2021,06/13/2021,06/14/2021,06/15/2021,06/16/2021,06/17/2021,06/18/2021,06/19/2021,06/20/2021,06/21/2021,06/22/2021,06/23/2021,06/24/2021,06/25/2021,06/26/2021,06/27/2021,06/28/2021,06/29/2021,06/30/2021,07/01/2021,07/02/2021,07/03/2021,07/04/2021,07/05/2021,07/06/2021,07/07/2021,07/08/2021,07/09/2021,07/10/2021,07/11/2021,07/12/2021,07/13/2021,07/14/2021,07/15/2021,07/16/2021,07/17/2021,07/18/2021,07/19/2021,07/20/2021,07/21/2021,07/22/2021,07/23/2021,07/24/2021,07/25/2021,07/26/2021,07/27/2021,07/28/2021,07/29/2021,07/30/2021,07/31/2021,08/01/2021,08/02/2021,08/03/2021,08/04/2021,08/05/2021,08/06/2021,08/07/2021,08/08/2021,08/09/2021,08/10/2021,08/11/2021,08/12/2021,08/13/2021,08/14/2021,08/15/2021,08/16/2021,08/17/2021,08/18/2021,08/19/2021,08/20/2021,08/21/2021,08/22/2021,08/23/2021,08/24/2021,08/25/2021,08/26/2021,08/27/2021,08/28/2021,08/29/2021,08/30/2021,08/31/2021,09/01/2021,09/02/2021,09/03/2021,09/04/2021,09/05/2021,09/06/2021,09/07/2021,09/08/2021,09/09/2021,09/10/2021,09/11/2021,09/12/2021,09/13/2021,09/14/2021,09/15/2021,09/16/2021,09/17/2021,09/18/2021,09/19/2021,09/20/2021,09/21/2021,09/22/2021,09/23/2021,09/24/2021,09/25/2021,09/26/2021,09/27/2021,09/28/2021,09/29/2021,09/30/2021,10/01/2021,10/02/2021,10/03/2021,10/04/2021,10/05/2021,10/06/2021,10/07/2021,10/08/2021,10/09/2021,10/10/2021,10/11/2021,10/12/2021,10/13/2021,10/14/2021,10/15/2021,10/16/2021,10/17/2021,10/18/2021,10/19/2021,10/20/2021,10/21/2021,10/22/2021,10/23/2021,10/24/2021,10/25/2021,10/26/2021,10/27/2021,10/28/2021,10/29/2021,10/30/2021,10/31/2021,11/01/2021,11/02/2021,11/03/2021,11/04/2021,11/05/2021,11/06/2021,11/07/2021,11/08/2021,11/09/2021,11/10/2021,11/11/2021,11/12/2021,11/13/2021,11/14/2021,11/15/2021,11/16/2021,11/17/2021,11/18/2021,11/19/2021,11/20/2021,11/21/2021,11/22/2021,11/23/2021,11/24/2021,11/25/2021,11/26/2021,11/27/2021,11/28/2021,11/29/2021,11/30/2021,12/01/2021,12/02/2021,12/03/2021,12/04/2021,12/05/2021,12/06/2021,12/07/2021,12/08/2021,12/09/2021,12/10/2021,12/11/2021,12/12/2021,12/13/2021,12/14/2021,12/15/2021,12/16/2021,12/17/2021,12/18/2021,12/19/2021,12/20/2021,12/21/2021,12/22/2021,12/23/2021,12/24/2021,12/25/2021,12/26/2021,12/27/2021,12/28/2021,12/29/2021,12/30/2021,12/31/2021
Stephens,-2,0,0,0,14,3,-1,0,7,0,0,7,2,3,0,7,0,0,-3,6,2,3,-2,0,0,0,-5,-2,1,-7,0,0,9,2,0,0,0,0,0,2,-1,-6,1,-1,0,0,0,4,0,0,0,0,0,-2,-7,0,-1,-6,0,0,9,-2,5,0,0,0,0,4,1,1,-1,2,0,0,5,-6,0,0,1,0,0,5,-1,4,-2,-1,0,0,2,2,-2,-2,1,0,0,2,0,0,-1,0,0,0,5,-1,3,0,0,0,0,3,0,3,0,0,0,0,5,-1,-2,-1,3,0,0,0,-2,7,-1,-1,0,0,10,0,6,0,0,0,0,3,-1,0,-2,0,0,0,0,-7,1,-1,-1,0,0,0,0,1,-1,0,0,0,-1,0,0,0,0,0,0,0,0,-2,0,0,0,0,0,0,0,-1,0,0,0,1,0,-1,-1,0,0,0,0,0,2,0,0,0,0,-1,0,-3,-1,-1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,-2,0,0,-2,1,0,0,4,1,1,5,1,0,0,2,1,4,0,4,0,0,25,4,5,28,61,0,0,0,5,0,2,0,0,0,4,5,-2,3,0,0,0,-3,3,4,0,10,0,0,25,-4,-3,-2,0,0,0,8,0,-3,2,0,0,0,13,-3,-10,-4,2,0,0,5,-11,-4,0,1,0,0,5,-5,0,2,1,0,0,4,0,-3,-2,4,0,0,4,0,0,0,4,0,0,0,2,3,0,0,0,0,-9,-11,0,0,0,0,0,3,1,0,0,0,0,0,1,0,1,3,0,0,0,0,0,0,0,1,0,0,1,0,0,1,2,1,0,2,1,1,0
Sterling,-2,0,0,0,0,-6,1,0,1,0,0,0,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,1,0,1,0,1,0,0,2,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,3,2,0,0,0,0,-1,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
Stonewall,2,0,0,0,2,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sutton,0,0,1,3,0,-30,1,-16,1,0,1,3,0,0,1,0,2,3,2,2,3,1,1,-1,2,0,0,1,1,0,0,1,0,-2,-1,1,1,1,0,0,2,2,0,0,0,0,1,0,0,0,0,0,0,0,-1,-1,5,2,0,1,1,0,2,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,2,0,0,0,0,0,0,2,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,-7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,5,3,1,1,6,3,0,0,1,1,2,1,0,0,0,2,2,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,2,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Swisher,5,0,0,0,1,1,2,2,2,0,0,0,0,1,1,3,0,0,0,1,0,2,0,0,0,4,6,0,0,1,0,0,1,1,0,1,5,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,-2,2,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,3,0,0,0,9,0,-1,1,1,0,0,0,2,3,0,0,0,0,1,0,3,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,2,0,0,0,-1,0,0,4,0,0,0,1,0,0,2,1,2,1,0,0,0,-2,0,0,0,0,0,0,0,-1,-2,-2,0,0,0,0,2,1,0,0,0,0,0,0,0,-3,0,0,0,0,0,-2,0,0,0,0,-1,-1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,1,1,2,1,0,0,0,2,1,1,0,1,0,0,1,0,2,2,4,0,0,2,1,2,0,2,0,0,1,1,-1,1,0,0,0,4,1,-1,0,4,0,0,0,3,6,4,4,0,0,0,7,4,0,1,0,0,3,0,81,1,3,0,0,217,7,1,5,1,0,0,1,1,3,0,-2,0,0,1,-1,54,1,0,0,0,0,32,0,3,0,0,0,4,1,0,0,1,0,0,4,0,0,0,2,0,0,0,0,0,0,0,0,0,-1,0,1,0,0,0,0,1,3,0,-1,1,0,0,1,0,0,0,0,0,-10,0,2,2,1,4,3,2,0,0,1,2,5,3,1,0,3,2,2,2,0,0,0,0,2,2,1,1,1,0,1,0,0
Tarrant,2536,0,2865,3507,2234,1574,2777,1926,2448,2513,2482,1906,1498,1547,1943,2020,2745,1343,2686,1841,1770,1527,1480,1854,1442,1061,1072,982,2261,1028,1560,998,1257,763,1311,1301,1201,1093,837,940,812,1084,794,749,743,631,0,0,378,424,936,0,206,207,246,314,487,926,0,418,332,309,155,191,160,255,222,36,135,333,262,213,204,187,137,164,222,137,148,107,183,101,186,167,83,73,126,106,167,90,115,105,0,0,0,146,459,142,199,137,130,137,104,166,164,183,150,153,144,120,114,107,134,136,127,116,95,129,91,128,156,88,109,117,82,106,124,84,94,87,122,97,125,126,85,84,61,66,89,76,86,60,70,45,64,93,49,54,50,0,0,0,53,130,61,57,55,49,73,57,49,73,65,98,0,47,26,68,70,57,84,48,53,82,50,144,104,52,72,32,40,47,67,68,0,0,0,57,174,96,145,85,76,42,120,140,255,364,696,430,185,311,263,210,457,347,436,402,392,375,529,556,537,553,664,483,705,552,770,627,517,963,673,703,745,797,1308,1040,630,1107,817,952,695,860,808,758,555,952,975,0,0,4152,873,730,1314,1197,1208,0,0,0,1443,4161,1229,1388,0,3635,0,3771,1056,1262,1144,0,2079,871,940,846,696,734,0,1583,711,346,777,680,625,0,1334,583,666,590,925,0,0,1144,348,480,604,567,420,0,820,346,289,382,341,287,0,704,287,310,258,250,153,0,371,207,412,0,235,207,0,419,210,162,210,217,197,211,212,262,0,391,165,222,0,580,155,168,272,0,0,0,0,215,222,227,241,253,196,226,307,188,236,193,202,142,239,207,170,226,189,270,252,461,380,297,506,620,841,419,1075,656,544,636,1125
Taylor,44,14,0,78,39,34,15,56,49,62,129,24,47,191,65,100,65,49,12,48,43,33,21,97,79,11,50,29,56,108,23,5,20,8,11,44,35,37,7,3,1,4,11,26,4,0,0,0,0,0,0,0,0,70,13,24,3,12,17,3,2,0,26,4,3,7,0,1,6,1,2,7,10,8,0,12,2,0,5,1,1,0,8,0,4,1,7,0,0,3,0,6,2,0,0,3,8,1,4,2,1,0,0,3,1,-1,0,4,0,5,4,25,7,0,20,0,24,10,3,6,4,6,9,2,0,-1,12,9,0,0,5,6,1,1,3,0,0,3,-1,3,0,1,2,1,0,5,0,-1,1,0,0,0,0,0,13,1,0,0,5,0,3,2,1,0,0,0,3,0,2,3,0,0,0,2,0,0,1,0,0,6,0,0,0,7,0,0,0,7,0,2,1,0,0,0,12,4,0,6,0,0,8,19,6,36,15,0,0,27,30,13,17,14,0,0,49,16,29,20,31,0,0,0,62,37,59,23,0,0,59,17,14,33,31,0,0,34,16,27,33,33,0,0,50,50,27,69,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,352,15,27,0,0,64,13,23,40,23,0,0,49,15,13,28,13,0,0,26,14,77,21,18,0,0,0,31,24,20,7,0,0,22,9,7,9,5,0,0,14,0,18,6,14,0,0,0,18,5,0,10,0,0,9,0,12,9,0,0,5,9,17,10,0,0,0,0,30,6,7,13,9,5,6,7,10,6,5,4,2,4,8,9,2,2,6,3,2,13,7,9,15,7,2,1,21,1,20,11
Terrell,-3,0,0,0,-3,0,13,0,0,2,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,-2,0,0,0,1,0,0,-1,0,0,0,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,5,-5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Terry,0,0,0,0,0,0,99,0,7,0,0,10,8,0,0,0,0,0,0,0,21,21,47,0,0,0,9,46,2,0,9,0,0,9,6,7,0,0,0,5,0,1,0,7,0,0,0,0,2,8,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,4,0,0,0,0,6,6,0,0,0,0,0,12,9,0,19,0,0,0,19,0,-1,1,0,0,0,22,12,0,8,0,0,0,26,10,0,21,0,0,0,0,25,0,12,0,0,0,23,6,0,19,0,0,0,13,0,9,0,0,0,0,15,0,0,0,0,0,0,36,0,0,0,0,0,0,11,0,12,0,0,0,0,16,0,8,0,0,0,0,0,0,22,0,0,0,0,7,10,0,0,0,0,0,0,18,20,0,0,0,0,0,0,23,21,0,0,0,32,0,8,0,0,0,0,0,2,0,2,1,0,1,0,1,0,2,2,0,0,0,2,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1
Throckmorton,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,4,0,1,1,0,0,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Titus,6,46,74,12,11,25,9,11,47,9,18,22,14,9,21,10,17,8,20,6,4,17,11,0,0,10,17,3,11,10,1,16,15,8,10,7,6,0,5,19,4,7,3,11,3,9,4,0,0,4,4,0,0,3,3,4,4,3,5,2,1,5,4,2,0,0,1,0,3,1,-3,1,1,1,0,3,0,0,1,0,0,0,3,2,1,0,0,0,0,1,0,0,2,1,0,0,1,0,0,0,0,0,2,0,0,0,1,1,0,0,2,1,1,2,1,2,0,4,2,2,0,1,0,5,0,2,-1,2,2,0,1,1,-1,0,3,1,0,2,2,0,1,0,1,0,1,0,3,1,-1,0,0,0,4,0,-1,0,0,0,-1,0,0,0,0,0,0,2,1,2,0,49,0,0,0,-2,0,0,0,0,0,1,0,1,0,0,1,1,1,0,2,0,0,2,0,0,2,1,-2,2,0,0,-2,2,4,1,4,2,6,-2,0,3,4,19,4,6,6,6,10,6,9,1,2,6,7,10,5,6,4,0,15,10,16,8,3,15,1,3,13,3,5,12,22,0,18,19,8,43,17,13,10,18,3,24,11,8,0,0,25,13,34,5,18,0,0,12,16,14,3,7,0,0,16,6,3,12,1,0,0,4,1,3,5,1,0,0,12,1,1,6,2,0,0,11,1,5,3,0,2,0,3,-1,-1,3,0,0,0,4,1,2,1,0,0,0,2,5,0,4,1,0,0,0,0,0,0,3,0,0,7,3,0,0,0,0,4,7,2,2,3,1,0,0,1,5,4,6,4,0,4,11,11,9,9,7,3,1,7,6,9,2,7,2,3,5,3,9,3
Tom Green,21,13,19,16,6,16,19,27,0,13,0,10,22,12,73,62,8,0,14,11,0,51,22,9,5,5,8,0,9,9,9,3,2,0,8,11,12,1,3,10,2,5,8,8,0,0,0,0,0,0,8,0,5,0,2,2,3,0,2,2,0,0,2,1,5,1,3,1,3,0,2,0,1,2,2,2,2,4,1,0,0,1,3,1,1,1,0,0,1,1,1,1,0,0,0,1,2,9,0,1,1,0,1,3,1,0,1,3,0,1,3,2,0,1,0,0,0,1,1,0,0,1,0,0,1,1,0,1,0,0,1,1,1,1,0,0,0,1,1,1,3,4,0,0,1,1,0,0,3,0,0,0,0,1,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,3,0,2,1,0,0,0,5,4,1,2,0,0,3,1,4,3,2,0,0,9,3,4,9,13,0,0,20,12,9,16,23,0,0,42,14,17,26,21,0,0,43,19,27,0,28,0,0,28,15,21,19,0,0,43,-1,63,28,28,0,0,23,48,18,36,25,0,0,26,0,85,12,45,0,0,0,54,20,15,15,25,0,0,39,12,20,6,18,0,0,24,12,19,4,7,0,0,6,1,8,6,10,0,0,0,5,6,1,6,0,0,3,2,3,0,2,0,0,4,7,3,5,7,0,0,5,1,0,3,7,0,0,5,5,2,0,5,0,0,3,4,2,4,3,0,0,1,4,4,0,0,0,3,0,1,2,2,7,2,2,1,2,1,5,5,3,3,3,6,7,8,3,2,1,5,11,4,3,5,11,7,4,12,10,4
Travis,401,0,963,398,752,564,663,879,592,464,0,955,0,1461,1108,690,295,403,686,834,734,715,540,367,305,544,702,650,707,454,270,441,677,681,542,533,262,197,208,448,346,347,287,279,0,0,0,0,0,0,0,0,271,397,392,237,212,315,255,19,265,187,186,91,82,60,131,104,113,227,149,98,79,77,184,106,56,85,95,97,85,115,64,124,106,59,167,79,87,91,132,107,98,71,0,152,142,135,109,101,140,174,87,109,157,110,93,136,61,143,128,81,49,86,53,72,95,151,95,105,82,63,46,78,40,92,75,82,67,19,101,60,83,56,60,0,0,105,37,54,38,29,0,0,0,92,34,43,29,0,0,0,43,65,48,32,0,0,52,85,25,32,0,0,0,0,170,29,41,0,0,0,39,84,42,25,37,0,0,39,96,22,42,72,0,0,0,46,159,80,72,0,0,85,202,128,173,133,0,0,159,282,163,302,299,0,0,446,375,490,451,546,0,0,693,601,527,640,467,0,0,445,583,533,478,654,0,0,955,659,847,741,753,0,0,708,624,635,600,707,0,0,886,724,637,720,738,0,0,0,1260,647,1037,713,0,0,412,676,628,340,388,0,0,531,512,358,253,317,0,0,314,392,342,315,244,0,0,280,301,141,232,162,0,0,358,256,410,147,196,0,0,241,173,107,151,129,0,0,269,171,133,85,153,0,0,85,259,73,120,67,0,0,115,256,107,0,96,0,0,216,205,147,109,92,0,0,103,217,147,0,0,0,0,101,102,102,125,120,236,94,117,79,106,133,110,88,140,140,129,189,231,304,280,419,357,390,741,515,985,790,876,590,599,403,607
Trinity,0,6,6,5,3,5,3,0,9,11,8,6,7,1,8,7,3,12,5,4,8,6,6,0,0,8,4,6,3,1,0,1,3,4,2,6,3,0,4,8,0,1,2,4,2,2,1,0,2,0,0,1,0,2,1,2,-1,2,7,1,1,0,0,0,1,0,0,1,1,0,0,3,2,0,2,-1,0,1,2,0,1,0,0,1,0,0,0,1,1,0,1,1,0,0,0,0,0,3,0,0,1,0,6,0,0,0,0,4,0,1,0,-1,0,1,3,1,0,1,2,3,2,1,0,0,0,0,0,0,0,2,2,0,2,2,0,1,1,1,1,1,2,1,3,0,1,0,4,1,4,1,0,0,1,2,1,3,1,0,0,0,0,-1,0,0,0,2,0,0,0,16,0,1,0,-1,0,1,0,1,0,1,2,0,4,0,0,0,1,1,1,0,1,0,0,4,3,2,1,3,0,0,2,2,8,1,2,0,4,3,1,1,2,3,4,0,4,3,2,5,3,0,4,7,8,7,9,4,2,0,11,7,9,18,3,3,0,4,12,7,4,14,10,0,3,19,3,22,14,5,6,15,0,10,11,6,0,0,16,8,2,2,11,0,0,9,2,8,2,2,0,0,6,1,5,2,4,0,0,3,2,0,0,4,0,0,5,2,7,2,2,0,0,2,3,2,1,0,4,0,5,1,4,0,1,0,0,3,2,0,1,1,0,0,5,1,1,1,1,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,3,1,1,2,5,1,0,3,4,2,2,1,0,1,0,0,1,3,1,0,5,0,4,2,4,2,3,4,3,5,3,2
Tyler,0,0,0,0,36,0,0,11,0,0,0,2,8,1,1,3,0,0,3,2,0,0,3,0,0,0,9,2,3,1,0,0,6,0,4,2,2,0,0,0,2,1,4,0,0,0,0,0,0,0,3,0,0,5,1,0,0,5,0,0,2,0,2,1,0,0,0,7,0,3,0,0,0,0,12,2,1,0,2,0,-2,3,0,1,0,0,0,0,0,3,5,4,0,0,0,4,0,0,0,3,0,0,0,0,0,12,0,0,0,0,8,1,0,0,0,0,6,0,0,2,0,0,0,4,0,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,-51,0,0,0,0,0,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,14,0,0,0,7,5,1,3,0,0,0,0,0,0,23,0,0,0,10,0,15,11,0,0,0,18,14,8,4,0,0,0,15,21,8,4,0,0,0,33,11,0,27,0,0,0,25,2,0,31,0,0,0,0,18,0,18,0,0,0,0,0,0,0,19,0,0,7,1,4,0,0,0,0,4,1,0,0,0,0,0,7,2,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,7,0,0,0,3,1,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,2,1,1,1,0,1,1,0,0,0,2,0,0,0,0,3,2,2,0,1,0,2,5,1
